Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,20:20,12h 20m,1 stop,No info,27992
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10678
Air India,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:50,23:15,14h 25m,1 stop,No info,6824
Air India,12/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,19:15 13 Jun,38h 15m,2 stops,No info,9443
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,12h 10m,1 stop,No info,13378
IndiGo,1/05/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,3943
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,7191
SpiceJet,27/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3625
GoAir,27/05/2019,Delhi,Cochin,DEL ? AMD ? COK,07:25,13:35,6h 10m,1 stop,No info,6841
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,23:25,6h 30m,1 stop,In-flight meal not included,11134
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,20:45 07 Jun,25h 50m,1 stop,No info,14571
Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? BBI ? HYD ? DEL,05:50,12:15 02 Mar,30h 25m,3 stops,No info,12346
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 10 Jun,13h 50m,2 stops,No info,13376
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,12:25 13 Mar,17h 30m,1 stop,In-flight meal not included,11087
SpiceJet,3/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,5515
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804
IndiGo,12/06/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,15353
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,9899
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,7303
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,21:20,12h 25m,1 stop,No info,13817
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:45 07 Mar,24h 35m,2 stops,No info,19329
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,No info,16289
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 16 May,15h 10m,1 stop,In-flight meal not included,9663
Air India,3/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 04 Jun,23h 40m,2 stops,No info,10975
Air Asia,18/03/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4384
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,14714
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,04:40 22 May,14h 35m,1 stop,No info,14388
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,10877
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 10 May,13h 30m,2 stops,No info,15129
IndiGo,6/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7191
GoAir,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,23:30,07:45 02 May,8h 15m,1 stop,No info,6686
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30 04 Jun,12h 40m,1 stop,No info,7530
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:30,14h 55m,1 stop,No info,6442
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 28 Jun,27h 35m,1 stop,In-flight meal not included,10262
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,09:30 13 Mar,14h 35m,1 stop,No info,13817
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,No info,13626
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05 13 May,15h 10m,1 stop,No info,14388
IndiGo,27/04/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804
IndiGo,21/03/2019,Delhi,Cochin,DEL ? COK,14:30,17:35,3h 5m,non-stop,No info,5406
SpiceJet,3/04/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,4611
IndiGo,9/06/2019,Kolkata,Banglore,CCU ? MAA ? BLR,08:10,13:00,4h 50m,1 stop,No info,5069
GoAir,6/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3898
IndiGo,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 28 May,10h 30m,1 stop,In-flight meal not included,6943
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,18:15,12h 30m,1 stop,No info,14781
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,No info,16079
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,8033
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,6860
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,7h 35m,1 stop,No info,6953
IndiGo,12/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,4823
IndiGo,9/04/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4174
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,19:00 28 Jun,29h 35m,2 stops,No info,12819
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 16 May,7h 30m,1 stop,In-flight meal not included,9663
SpiceJet,3/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,27/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5000
Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? GAU ? DEL,05:50,22:10,16h 20m,2 stops,Change airports,13366
Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,21:55,16:45 07 Mar,18h 50m,1 stop,No info,12395
Air India,15/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,16:45,21:05 16 May,28h 20m,1 stop,No info,7452
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00 19 May,23h 15m,1 stop,No info,15554
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,15:05 07 May,22h 5m,1 stop,No info,13067
IndiGo,1/03/2019,Kolkata,Banglore,CCU ? BLR,15:10,17:45,2h 35m,non-stop,No info,6565
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965
SpiceJet,27/03/2019,Chennai,Kolkata,MAA ? CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3332
IndiGo,21/03/2019,Banglore,New Delhi,BLR ? LKO ? DEL,05:25,10:10,4h 45m,1 stop,No info,6208
Air India,18/03/2019,Banglore,New Delhi,BLR ? GAU ? DEL,13:50,18:40 16 Mar,28h 50m,1 stop,No info,11161
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 13 Jun,27h 45m,2 stops,No info,12224
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 02 May,17h 5m,1 stop,In-flight meal not included,9663
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,15:15,6h 20m,1 stop,No info,12284
Air India,27/05/2019,Delhi,Cochin,DEL ? MAA ? COK,17:20,09:25 28 May,16h 5m,1 stop,No info,7480
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25 07 Mar,9h 10m,1 stop,No info,17024
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,19:10 07 Jun,22h 45m,1 stop,No info,14151
IndiGo,21/06/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6069
Vistara,21/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,06:40,21:55,15h 15m,1 stop,No info,6065
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 19 May,13h 20m,1 stop,No info,14151
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 25 Mar,17h 5m,1 stop,No info,14231
Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,15:40,09:25 07 Mar,17h 45m,1 stop,No info,12395
IndiGo,24/04/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,5636
Air India,6/04/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,23:00,5h 20m,1 stop,No info,5232
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 02 Jun,14h 25m,1 stop,No info,14714
IndiGo,6/05/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Air India,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,09:35 28 May,15h 55m,1 stop,No info,7258
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,20:20 07 Mar,22h 55m,1 stop,No info,17471
SpiceJet,9/05/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 10 May,2h 55m,non-stop,No info,4423
IndiGo,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 25 Jun,15h 30m,1 stop,No info,13377
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,8016
Air India,09/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,06:50,08:50 13 Mar,26h,1 stop,No info,5626
IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,6860
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:30 02 Jun,6h 55m,1 stop,No info,6628
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 07 Jun,23h 35m,1 stop,In-flight meal not included,11627
SpiceJet,9/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 02 Jun,10h 10m,1 stop,No info,14714
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,No info,14151
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 28 May,27h,1 stop,In-flight meal not included,12898
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 19 May,6h 35m,1 stop,In-flight meal not included,12373
IndiGo,18/06/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
Air Asia,9/06/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,2 stops,No info,7870
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,09:25 16 May,20h 20m,2 stops,No info,10975
IndiGo,27/05/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:10,2h 45m,non-stop,No info,4804
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,20:50,04:25 10 Mar,7h 35m,1 stop,No info,15554
SpiceJet,18/03/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:35,2h 40m,non-stop,No info,4465
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 10 Jun,12h 55m,1 stop,In-flight meal not included,11841
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,19332
SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,4591
IndiGo,24/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,5192
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 10 Jun,18h 20m,1 stop,In-flight meal not included,10577
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,04:25 19 May,8h 55m,2 stops,No info,15129
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:00,13h,1 stop,No info,11789
Air India,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40 16 Jun,10h 40m,1 stop,No info,8372
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,8266
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,No info,14781
Vistara,21/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,5613
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,21:00,12h 30m,1 stop,No info,6093
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544
GoAir,18/05/2019,Delhi,Cochin,DEL ? AMD ? COK,07:25,13:35,6h 10m,1 stop,No info,6296
IndiGo,27/04/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4804
Air Asia,18/03/2019,Banglore,New Delhi,BLR ? DEL,05:50,08:40,2h 50m,non-stop,No info,4284
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:20,14h 45m,1 stop,No info,6558
IndiGo,24/06/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,03:35 25 Jun,5h 45m,1 stop,No info,5775
SpiceJet,21/06/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:55,18:50,8h 55m,1 stop,No info,17024
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? BHO ? DEL ? HYD,06:00,15:15 07 Mar,33h 15m,2 stops,No info,14219
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,18:25,6h 45m,1 stop,No info,26890
Air India,15/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 16 Jun,23h 30m,2 stops,No info,9653
IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,3943
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,16:20 19 May,26h 15m,1 stop,In-flight meal not included,10844
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 02 Apr,7h 30m,1 stop,In-flight meal not included,8849
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,01:40,03:10,1h 30m,non-stop,No info,2754
Air India,21/03/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,19:15 22 Mar,36h 25m,2 stops,No info,10756
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 22 May,28h 5m,1 stop,No info,14151
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,9899
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,22:00,04:25 22 Mar,6h 25m,1 stop,No info,12242
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 10 Jun,17h 5m,2 stops,In-flight meal not included,10368
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,5755
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 16 Jun,10h 10m,1 stop,In-flight meal not included,10262
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,08:35,17:15,8h 40m,1 stop,No info,6643
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,9845
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 25 Mar,17h 5m,1 stop,In-flight meal not included,11134
SpiceJet,1/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,5583
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6069
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,20:20,14h 35m,1 stop,No info,13817
Air India,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,19:15 07 Mar,38h 15m,2 stops,No info,10283
Air India,24/03/2019,Kolkata,Banglore,CCU ? GAU ? BLR,09:50,21:05,11h 15m,1 stop,No info,7795
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,00:20,07:40,7h 20m,1 stop,In-flight meal not included,13977
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25 02 Jun,21h 40m,2 stops,In-flight meal not included,10919
IndiGo,3/03/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:05,2h 40m,non-stop,No info,6038
IndiGo,21/05/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5601
IndiGo,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,12351
Air India,15/04/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6094
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7575
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 28 May,6h 35m,1 stop,No info,16079
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 16 Jun,23h 45m,1 stop,In-flight meal not included,10262
Air Asia,9/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,13470
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,18:50 10 Mar,24h 35m,1 stop,No info,16289
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 07 Jun,8h 40m,1 stop,In-flight meal not included,10262
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823
Vistara,9/04/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,5403
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 19 May,25h 30m,1 stop,In-flight meal not included,12373
SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM ? JLR ? HYD,14:10,22:25,8h 15m,1 stop,No info,13552
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? JDH ? DEL ? HYD,09:40,23:45,14h 5m,2 stops,No info,22619
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,8625
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,4777
IndiGo,21/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5000
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:45 07 Mar,24h 35m,2 stops,No info,21954
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,04:25 04 Jun,16h 55m,1 stop,In-flight meal not included,11627
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,04:40 25 May,14h 35m,1 stop,No info,13731
IndiGo,3/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 04 Apr,2h 50m,non-stop,No info,3943
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,23:00,14h 5m,1 stop,In-flight meal not included,6992
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,04:40 07 May,9h 45m,1 stop,No info,13941
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,No info,14924
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,No info,18371
IndiGo,3/03/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,7295
Air India,09/03/2019,Banglore,New Delhi,BLR ? GOI ? DEL,17:00,16:40 13 Mar,23h 40m,1 stop,No info,9292
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 02 May,12h 15m,1 stop,No info,13941
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? HYD ? BLR,04:15,09:50,5h 35m,1 stop,No info,4150
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,23:35 02 Apr,27h 35m,1 stop,No info,12681
IndiGo,3/06/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,5601
Air India,21/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 22 May,23h 5m,2 stops,No info,14960
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 07 Jun,9h 30m,1 stop,No info,13377
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,non-stop,No info,3342
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,23:00,17h 15m,1 stop,No info,16736
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,19:40 25 Mar,22h 30m,1 stop,In-flight meal not included,10031
Air India,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,20:30,08:15 22 Apr,11h 45m,1 stop,No info,7258
Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030
Air India,24/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,19:15 25 Jun,28h 50m,2 stops,No info,13381
Jet Airways,24/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 26 May,29h 20m,2 stops,No info,16704
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,13587
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,09:20 02 Apr,26h 50m,1 stop,In-flight meal not included,7064
IndiGo,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,01:40,03:10,1h 30m,non-stop,No info,2754
Vistara,1/05/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4668
Air Asia,21/06/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,4107
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,21:00,16h 5m,1 stop,No info,5894
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 07 Jun,10h 55m,1 stop,In-flight meal not included,10262
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,08:15 10 May,15h 45m,1 stop,No info,13941
Air Asia,27/04/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,07:10 28 Apr,14h 25m,1 stop,No info,6451
Air India,27/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 28 Jun,23h 40m,2 stops,No info,10975
Air India,6/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 07 Mar,19h 40m,2 stops,No info,14746
Air Asia,6/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 07 Jun,10h 25m,1 stop,No info,11410
SpiceJet,1/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Air India,3/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,06:50,07:40 04 Jun,24h 50m,2 stops,No info,13381
